binomial,family,family_correct,binomial_correct
Vanzosaura rubricauda,Gymnophthalmidae,Gymnophthalmidae,Vanzosaura rubricauda
Vanzosaura savanicola,Gymnophthalmidae,Gymnophthalmidae,Vanzosaura savanicola
Euspondylus josyi,Gymnophthalmidae,Gymnophthalmidae,Wilsonosaura josyi
Arthrosaura guianensis,Gymnophthalmidae,Gymnophthalmidae,Yanomamia guianensis
Heloderma horridum,Helodermatidae,Helodermatidae,Heloderma horridum
Heloderma suspectum,Helodermatidae,Helodermatidae,Heloderma suspectum
Bitia hydrinus,Homalopsidae,Homalopsidae,Bitia hydroides
Bitia hydroides,Homalopsidae,Homalopsidae,Bitia hydroides
Brachyorrhos albus,Homalopsidae,Homalopsidae,Brachyorrhos albus
Brachyorrhos gastrotaenius,Homalopsidae,Homalopsidae,Brachyorrhos gastrotaenius
Brachyorrhos raffrayi,Homalopsidae,Homalopsidae,Brachyorrhos raffrayi
Brachyorrhos wallacei,Homalopsidae,Homalopsidae,Brachyorrhos wallacei
Calamophis ruuddelangi,Homalopsidae,Homalopsidae,Calamophis ruuddelangi
Cantoria violacea,Homalopsidae,Homalopsidae,Cantoria violacea
Cerberus australis,Homalopsidae,Homalopsidae,Cerberus australis
Cerberus dunsoni,Homalopsidae,Homalopsidae,Cerberus dunsoni
Cerberus microlepis,Homalopsidae,Homalopsidae,Cerberus microlepis
Cerberus rynchops,Homalopsidae,Homalopsidae,Cerberus rynchops
Cerberus schneiderii,Homalopsidae,Homalopsidae,Cerberus schneiderii
Dieurostus dussumieri,Homalopsidae,Homalopsidae,Dieurostus dussumieri
Djokoiskandarus annulata,Homalopsidae,Homalopsidae,Djokoiskandarus annulata
Enhydris chanardi,Homalopsidae,Homalopsidae,Enhydris chanardi
Enhydris enhydris,Homalopsidae,Homalopsidae,Enhydris enhydris
Enhydris innominata,Homalopsidae,Homalopsidae,Enhydris innominata
Enhydris jagorii,Homalopsidae,Homalopsidae,Enhydris jagorii
Enhydris longicauda,Homalopsidae,Homalopsidae,Enhydris longicauda
Enhydris subtaeniata,Homalopsidae,Homalopsidae,Enhydris subtaeniata
Erpeton tentaculatum,Homalopsidae,Homalopsidae,Erpeton tentaculatum
Ferania sieboldii,Homalopsidae,Homalopsidae,Ferania sieboldii
Fordonia leucobalia,Homalopsidae,Homalopsidae,Fordonia leucobalia
Gerarda prevostiana,Homalopsidae,Homalopsidae,Gerarda prevostiana
Gyiophis maculosa,Homalopsidae,Homalopsidae,Gyiophis maculosa
Gyiophis salweenensis,Homalopsidae,Homalopsidae,Gyiophis salweenensis
Gyiophis vorisi,Homalopsidae,Homalopsidae,Gyiophis vorisi
Heurnia ventromaculata,Homalopsidae,Homalopsidae,Heurnia ventromaculata
Homalophis doriae,Homalopsidae,Homalopsidae,Homalophis doriae
Homalopsis buccata,Homalopsidae,Homalopsidae,Homalopsis buccata
Coluber buccatus,Colubridae,Homalopsidae,Homalopsis buccata
Coluber monilis,Colubridae,Homalopsidae,Homalopsis buccata
Homalopsis mereljcoxi,Homalopsidae,Homalopsidae,Homalopsis mereljcoxi
Homalopsis nigroventralis,Homalopsidae,Homalopsidae,Homalopsis nigroventralis
Homalopsis semizonata,Homalopsidae,Homalopsidae,Homalopsis semizonata
Hypsiscopus matannensis,Homalopsidae,Homalopsidae,Hypsiscopus matannensis
Enhydris plumbea,Homalopsidae,Homalopsidae,Hypsiscopus plumbea
Hypsiscopus plumbea,Homalopsidae,Homalopsidae,Hypsiscopus plumbea
Karnsophis siantaris,Homalopsidae,Homalopsidae,Karnsophis siantaris
Mintonophis pakistanicus,Homalopsidae,Homalopsidae,Mintonophis pakistanicus
Miralia alternans,Homalopsidae,Homalopsidae,Miralia alternans
Myron karnsi,Homalopsidae,Homalopsidae,Myron karnsi
Myron resetari,Homalopsidae,Homalopsidae,Myron resetari
Myron richardsonii,Homalopsidae,Homalopsidae,Myron richardsonii
Myrrophis bennettii,Homalopsidae,Homalopsidae,Myrrophis bennettii
Enhydris chinensis,Homalopsidae,Homalopsidae,Myrrophis chinensis
Myrrophis chinensis,Homalopsidae,Homalopsidae,Myrrophis chinensis
Phytolopsis punctata,Homalopsidae,Homalopsidae,Phytolopsis punctata
Pseudoferania polylepis,Homalopsidae,Homalopsidae,Pseudoferania polylepis
Raclitia indica,Homalopsidae,Homalopsidae,Raclitia indica
Subsessor bocourti,Homalopsidae,Homalopsidae,Subsessor bocourti
Sumatranus albomaculata,Homalopsidae,Homalopsidae,Sumatranus albomaculata
Enyalioides cofanorum,Hoplocercidae,Hoplocercidae,Enyalioides cofanorum
Enyalioides heterolepis,Hoplocercidae,Hoplocercidae,Enyalioides heterolepis
Enyalioides laticeps,Hoplocercidae,Hoplocercidae,Enyalioides laticeps
Enyalioides microlepis,Hoplocercidae,Hoplocercidae,Enyalioides microlepis
Enyalioides oshaughnessyi,Hoplocercidae,Hoplocercidae,Enyalioides oshaughnessyi
Enyalioides palpebralis,Hoplocercidae,Hoplocercidae,Enyalioides palpebralis
Enyalioides praestabilis,Hoplocercidae,Hoplocercidae,Enyalioides praestabilis
Enyalioides rubrigularis,Hoplocercidae,Hoplocercidae,Enyalioides rubrigularis
Hoplocercus spinosus,Hoplocercidae,Hoplocercidae,Hoplocercus spinosus
Morunasaurus annularis,Hoplocercidae,Hoplocercidae,Morunasaurus annularis
Morunasaurus groi,Hoplocercidae,Hoplocercidae,Morunasaurus groi
Morunasaurus peruvianus,Hoplocercidae,Hoplocercidae,Morunasaurus peruvianus
Amblyrhynchus cristatus,Iguanidae,Iguanidae,Amblyrhynchus cristatus
Amblyrhynchus nanus,Iguanidae,Iguanidae,Amblyrhynchus cristatus
Brachylophus bulabula,Iguanidae,Iguanidae,Brachylophus bulabula
Brachylophus fasciatus,Iguanidae,Iguanidae,Brachylophus fasciatus
Brachylophus gau,Iguanidae,Iguanidae,Brachylophus gau
Brachylophus vitiensis,Iguanidae,Iguanidae,Brachylophus vitiensis
Ctenosaura alfredschmidti,Iguanidae,Iguanidae,Cachryx alfredschmidti
Ctenosaura defensor,Iguanidae,Iguanidae,Cachryx defensor
Conolophus pallidus,Iguanidae,Iguanidae,Conolophus pallidus
Conolophus subcristatus,Iguanidae,Iguanidae,Conolophus subcristatus
Ctenosaura acanthura,Iguanidae,Iguanidae,Ctenosaura acanthura
Ctenosaura bakeri,Iguanidae,Iguanidae,Ctenosaura bakeri
Ctenosaura clarki,Iguanidae,Iguanidae,Ctenosaura clarki
Ctenosaura conspicuosa,Iguanidae,Iguanidae,Ctenosaura conspicuosa
Ctenosaura flavidorsalis,Iguanidae,Iguanidae,Ctenosaura flavidorsalis
Ctenosaura hemilopha,Iguanidae,Iguanidae,Ctenosaura hemilopha
Ctenosaura macrolopha,Iguanidae,Iguanidae,Ctenosaura macrolopha
Ctenosaura melanosterna,Iguanidae,Iguanidae,Ctenosaura melanosterna
Ctenosaura nolascensis,Iguanidae,Iguanidae,Ctenosaura nolascensis
Ctenosaura oaxacana,Iguanidae,Iguanidae,Ctenosaura oaxacana
Ctenosaura oedirhina,Iguanidae,Iguanidae,Ctenosaura oedirhina
Ctenosaura palearis,Iguanidae,Iguanidae,Ctenosaura palearis
Ctenosaura pectinata,Iguanidae,Iguanidae,Ctenosaura pectinata
Ctenosaura quinquecarinata,Iguanidae,Iguanidae,Ctenosaura quinquecarinata
Ctenosaura similis,Iguanidae,Iguanidae,Ctenosaura similis
Cyclura carinata,Iguanidae,Iguanidae,Cyclura carinata
Cyclura collei,Iguanidae,Iguanidae,Cyclura collei
Cyclura cornuta,Iguanidae,Iguanidae,Cyclura cornuta
Cyclura cychlura,Iguanidae,Iguanidae,Cyclura cychlura
Cyclura lewisi,Iguanidae,Iguanidae,Cyclura lewisi
Cyclura nubila,Iguanidae,Iguanidae,Cyclura nubila
Cyclura pinguis,Iguanidae,Iguanidae,Cyclura pinguis
Cyclura ricordi,Iguanidae,Iguanidae,Cyclura ricordi
Cyclura rileyi,Iguanidae,Iguanidae,Cyclura rileyi
Dipsosaurus dorsalis,Iguanidae,Iguanidae,Dipsosaurus dorsalis
Iguana delicatissima,Iguanidae,Iguanidae,Iguana delicatissima
Iguana iguana,Iguanidae,Iguanidae,Iguana iguana
Iguana melanoderma,Iguanidae,Iguanidae,Iguana iguana
Sauromalus ater,Iguanidae,Iguanidae,Sauromalus ater
Sauromalus hispidus,Iguanidae,Iguanidae,Sauromalus hispidus
Sauromalus klauberi,Iguanidae,Iguanidae,Sauromalus klauberi
Sauromalus slevini,Iguanidae,Iguanidae,Sauromalus slevini
Sauromalus varius,Iguanidae,Iguanidae,Sauromalus varius
Claudius angustatus,Kinosternidae,Kinosternidae,Claudius angustatus
Kinosternon acutum,Kinosternidae,Kinosternidae,Kinosternon acutum
Kinosternon alamosae,Kinosternidae,Kinosternidae,Kinosternon alamosae
Kinosternon angustipons,Kinosternidae,Kinosternidae,Kinosternon angustipons
Kinosternon baurii,Kinosternidae,Kinosternidae,Kinosternon baurii
Kinosternon chimalhuaca,Kinosternidae,Kinosternidae,Kinosternon chimalhuaca
Kinosternon cora,Kinosternidae,Kinosternidae,Kinosternon cora
Kinosternon creaseri,Kinosternidae,Kinosternidae,Kinosternon creaseri
Kinosternon dunni,Kinosternidae,Kinosternidae,Kinosternon dunni
Kinosternon durangoense,Kinosternidae,Kinosternidae,Kinosternon durangoense
Kinosternon flavescens,Kinosternidae,Kinosternidae,Kinosternon flavescens
Kinosternon herrerai,Kinosternidae,Kinosternidae,Kinosternon herrerai
Kinosternon hirtipes,Kinosternidae,Kinosternidae,Kinosternon hirtipes
Kinosternon integrum,Kinosternidae,Kinosternidae,Kinosternon integrum
Kinosternon leucostomum,Kinosternidae,Kinosternidae,Kinosternon leucostomum
Kinosternon oaxacae,Kinosternidae,Kinosternidae,Kinosternon oaxacae
Kinosternon scorpioides,Kinosternidae,Kinosternidae,Kinosternon scorpioides
Kinosternon sonoriense,Kinosternidae,Kinosternidae,Kinosternon sonoriense
Kinosternon arizonense,Kinosternidae,Kinosternidae,Kinosternon stejnegeri
Kinosternon subrubrum,Kinosternidae,Kinosternidae,Kinosternon subrubrum
Staurotypus salvinii,Kinosternidae,Kinosternidae,Staurotypus salvinii
Staurotypus triporcatus,Kinosternidae,Kinosternidae,Staurotypus triporcatus
Sternotherus carinatus,Kinosternidae,Kinosternidae,Sternotherus carinatus
Sternotherus depressus,Kinosternidae,Kinosternidae,Sternotherus depressus
Sternotherus minor,Kinosternidae,Kinosternidae,Sternotherus minor
Sternotherus odoratus,Kinosternidae,Kinosternidae,Sternotherus odoratus
Acanthodactylus aegyptius,Lacertidae,Lacertidae,Acanthodactylus aegyptius
Acanthodactylus arabicus,Lacertidae,Lacertidae,Acanthodactylus arabicus
Acanthodactylus aureus,Lacertidae,Lacertidae,Acanthodactylus aureus
Acanthodactylus bedriagai,Lacertidae,Lacertidae,Acanthodactylus bedriagai
Acanthodactylus beershebensis,Lacertidae,Lacertidae,Acanthodactylus beershebensis
Acanthodactylus blanci,Lacertidae,Lacertidae,Acanthodactylus blanci
Acanthodactylus blanfordii,Lacertidae,Lacertidae,Acanthodactylus blanfordii
Acanthodactylus boskianus,Lacertidae,Lacertidae,Acanthodactylus boskianus
Acanthodactylus boueti,Lacertidae,Lacertidae,Acanthodactylus boueti
Acanthodactylus busacki,Lacertidae,Lacertidae,Acanthodactylus busacki
Acanthodactylus cantoris,Lacertidae,Lacertidae,Acanthodactylus cantoris
Acanthodactylus dumerilii,Lacertidae,Lacertidae,Acanthodactylus dumerilii
Acanthodactylus erythrurus,Lacertidae,Lacertidae,Acanthodactylus erythrurus
Acanthodactylus lineomaculatus,Lacertidae,Lacertidae,Acanthodactylus erythrurus
Acanthodactylus felicis,Lacertidae,Lacertidae,Acanthodactylus felicis
Acanthodactylus gongrorhynchatus,Lacertidae,Lacertidae,Acanthodactylus gongrorhynchatus
Acanthodactylus grandis,Lacertidae,Lacertidae,Acanthodactylus grandis
Acanthodactylus guineensis,Lacertidae,Lacertidae,Acanthodactylus guineensis
Acanthodactylus haasi,Lacertidae,Lacertidae,Acanthodactylus haasi
Acanthodactylus hardyi,Lacertidae,Lacertidae,Acanthodactylus hardyi
Acanthodactylus lacrymae,Lacertidae,Lacertidae,Acanthodactylus lacrymae
Acanthodactylus longipes,Lacertidae,Lacertidae,Acanthodactylus longipes
Acanthodactylus maculatus,Lacertidae,Lacertidae,Acanthodactylus maculatus
Acanthodactylus margaritae,Lacertidae,Lacertidae,Acanthodactylus margaritae
Acanthodactylus masirae,Lacertidae,Lacertidae,Acanthodactylus masirae
Acanthodactylus micropholis,Lacertidae,Lacertidae,Acanthodactylus micropholis
Acanthodactylus montanus,Lacertidae,Lacertidae,Acanthodactylus montanus
Acanthodactylus nilsoni,Lacertidae,Lacertidae,Acanthodactylus nilsoni
Acanthodactylus opheodurus,Lacertidae,Lacertidae,Acanthodactylus opheodurus
Acanthodactylus opheoduras,Lacertidae,Lacertidae,Acanthodactylus opheodurus 
Acanthodactylus orientalis,Lacertidae,Lacertidae,Acanthodactylus orientalis
Acanthodactylus pardalis,Lacertidae,Lacertidae,Acanthodactylus pardalis
Acanthodactylus robustus,Lacertidae,Lacertidae,Acanthodactylus robustus
Acanthodactylus savignyi,Lacertidae,Lacertidae,Acanthodactylus savignyi
Acanthodactylus schmidti,Lacertidae,Lacertidae,Acanthodactylus schmidti
Acanthodactylus schreiberi,Lacertidae,Lacertidae,Acanthodactylus schreiberi
Acanthodactylus scutellatus,Lacertidae,Lacertidae,Acanthodactylus scutellatus
Acanthodactylus senegalensis,Lacertidae,Lacertidae,Acanthodactylus senegalensis
Acanthodactylus spinicauda,Lacertidae,Lacertidae,Acanthodactylus spinicauda
Acanthodactylus tilburyi,Lacertidae,Lacertidae,Acanthodactylus tilburyi
Acanthodactylus tristrami,Lacertidae,Lacertidae,Acanthodactylus tristrami
Acanthodactylus yemenicus,Lacertidae,Lacertidae,Acanthodactylus yemenicus
Adolfus africanus,Lacertidae,Lacertidae,Adolfus africanus
Adolfus alleni,Lacertidae,Lacertidae,Adolfus alleni
Adolfus jacksoni,Lacertidae,Lacertidae,Adolfus jacksoni
Adolfus masavaensis,Lacertidae,Lacertidae,Adolfus masavaensis
Algyroides fitzingeri,Lacertidae,Lacertidae,Algyroides fitzingeri
Algyroides marchi,Lacertidae,Lacertidae,Algyroides marchi
Algiroides marchi,Lacertidae,Lacertidae,Algyroides marchi
Algyroides moreoticus,Lacertidae,Lacertidae,Algyroides moreoticus
Algyroides nigropunctatus,Lacertidae,Lacertidae,Algyroides nigropunctatus
Anatololacerta anatolica,Lacertidae,Lacertidae,Anatololacerta anatolica
Anatololacerta danfordi,Lacertidae,Lacertidae,Anatololacerta danfordi
Apathya cappadocica,Lacertidae,Lacertidae,Apathya cappadocica
Lacerta cappodocica,Lacertidae,Lacertidae,Apathya cappadocica
Archaeolacerta bedriagae,Lacertidae,Lacertidae,Archaeolacerta bedriagae
Atlantolacerta andreanskyi,Lacertidae,Lacertidae,Atlantolacerta andreanskyi
Australolacerta australis,Lacertidae,Lacertidae,Australolacerta australis
Congolacerta vauereselli,Lacertidae,Lacertidae,Congolacerta vauereselli
Dalmatolacerta oxycephala,Lacertidae,Lacertidae,Dalmatolacerta oxycephala
Darevskia alpina,Lacertidae,Lacertidae,Darevskia alpina
Darevskia armeniaca,Lacertidae,Lacertidae,Darevskia armeniaca
Darevskia bendimahiensis,Lacertidae,Lacertidae,Darevskia bendimahiensis
Darevskia bithynica,Lacertidae,Lacertidae,Darevskia bithynica
Darevskia brauneri,Lacertidae,Lacertidae,Darevskia brauneri
Darevskia caucasica,Lacertidae,Lacertidae,Darevskia caucasica
Darevskia chlorogaster,Lacertidae,Lacertidae,Darevskia chlorogaster
Lacerta mostoufii,Lacertidae,Lacertidae,Darevskia chlorogaster
Darevskia clarkorum,Lacertidae,Lacertidae,Darevskia clarkorum
Darevskia daghestanica,Lacertidae,Lacertidae,Darevskia daghestanica
Darevskia dahli,Lacertidae,Lacertidae,Darevskia dahli
Darevskia defilippii,Lacertidae,Lacertidae,Darevskia defilippii
Darevskia derjugini,Lacertidae,Lacertidae,Darevskia derjugini
Darevskia lindholmi,Lacertidae,Lacertidae,Darevskia lindholmi
Darevskia mixta,Lacertidae,Lacertidae,Darevskia mixta
Darevskia parvula,Lacertidae,Lacertidae,Darevskia parvula
Darevskia pontica,Lacertidae,Lacertidae,Darevskia pontica
Darevskia portschinskii,Lacertidae,Lacertidae,Darevskia portschinskii
Darevskia praticola,Lacertidae,Lacertidae,Darevskia praticola
Darevskia raddei,Lacertidae,Lacertidae,Darevskia raddei
Darevskia rostombekowi,Lacertidae,Lacertidae,Darevskia rostombekowi
Darevskia rudis,Lacertidae,Lacertidae,Darevskia rudis
Darevskia sapphirina,Lacertidae,Lacertidae,Darevskia sapphirina
Darevskia saxicola,Lacertidae,Lacertidae,Darevskia saxicola
Darevskia steineri,Lacertidae,Lacertidae,Darevskia steineri
Darevskia unisexualis,Lacertidae,Lacertidae,Darevskia unisexualis
Darevskia uzzelli,Lacertidae,Lacertidae,Darevskia uzzelli
Darevskia valentini,Lacertidae,Lacertidae,Darevskia valentini
Lacerta valentini,Lacertidae,Lacertidae,Darevskia valentini
Dinarolacerta mosorensis,Lacertidae,Lacertidae,Dinarolacerta mosorensis
Eremias acutirostris,Lacertidae,Lacertidae,Eremias acutirostris
Eremias afghanistanica,Lacertidae,Lacertidae,Eremias afghanistanica
Eremias andersoni,Lacertidae,Lacertidae,Eremias andersoni
Eremias argus,Lacertidae,Lacertidae,Eremias argus
Eremias arguta,Lacertidae,Lacertidae,Eremias arguta
Eremias aria,Lacertidae,Lacertidae,Eremias aria
Eremias brenchleyi,Lacertidae,Lacertidae,Eremias brenchleyi
Eremias dzungarica,Lacertidae,Lacertidae,Eremias dzungarica
Eremias fasciata,Lacertidae,Lacertidae,Eremias fasciata
Eremias grammica,Lacertidae,Lacertidae,Eremias grammica
Eremias intermedia,Lacertidae,Lacertidae,Eremias intermedia
Eremias kakari,Lacertidae,Lacertidae,Eremias kakari
Eremias kavirensis,Lacertidae,Lacertidae,Eremias kavirensis
Eremias lalezharica,Lacertidae,Lacertidae,Eremias lalezharica
Eremias lineolata,Lacertidae,Lacertidae,Eremias lineolata
Eremias montana,Lacertidae,Lacertidae,Eremias montana
Eremias multiocellata,Lacertidae,Lacertidae,Eremias multiocellata
Eremias nigrocellata,Lacertidae,Lacertidae,Eremias nigrocellata
Eremias nikolskii,Lacertidae,Lacertidae,Eremias nikolskii
Eremias papenfussi,Lacertidae,Lacertidae,Eremias papenfussi
Eremias persica,Lacertidae,Lacertidae,Eremias persica
Eremias pleskei,Lacertidae,Lacertidae,Eremias pleskei
Eremias przewalskii,Lacertidae,Lacertidae,Eremias przewalskii
Eremias regeli,Lacertidae,Lacertidae,Eremias regeli
Eremias scripta,Lacertidae,Lacertidae,Eremias scripta
Eremias strauchi,Lacertidae,Lacertidae,Eremias strauchi
Eremias suphani,Lacertidae,Lacertidae,Eremias suphani
Eremias velox,Lacertidae,Lacertidae,Eremias velox
Eremias vermiculata,Lacertidae,Lacertidae,Eremias vermiculata
Eremias yarkandensis,Lacertidae,Lacertidae,Eremias yarkandensis
Gallotia atlantica,Lacertidae,Lacertidae,Gallotia atlantica
Gallotia auaritae,Lacertidae,Lacertidae,Gallotia auaritae
Gallotia gomerana,Lacertidae,Lacertidae,Gallotia bravoana
Gallotia caesaris,Lacertidae,Lacertidae,Gallotia caesaris
Gallotia galloti,Lacertidae,Lacertidae,Gallotia galloti
Gallotia simonyi,Lacertidae,Lacertidae,Gallotia simonyi
Gallotia stehlini,Lacertidae,Lacertidae,Gallotia stehlini
Gastropholis echinata,Lacertidae,Lacertidae,Gastropholis echinata
Gastropholis prasina,Lacertidae,Lacertidae,Gastropholis prasina
Gastropholis tropidopholis,Lacertidae,Lacertidae,Gastropholis tropidopholis
Gastropholis vittata,Lacertidae,Lacertidae,Gastropholis vittata
Heliobolus lugubris,Lacertidae,Lacertidae,Heliobolus lugubris
Heliobolus neumanni,Lacertidae,Lacertidae,Heliobolus neumanni
Heliobolus nitidus,Lacertidae,Lacertidae,Heliobolus nitidus
Heliobolus spekii,Lacertidae,Lacertidae,Heliobolus spekii
Hellenolacerta graeca,Lacertidae,Lacertidae,Hellenolacerta graeca
Holaspis guentheri,Lacertidae,Lacertidae,Holaspis guentheri
Holaspis laevis,Lacertidae,Lacertidae,Holaspis laevis
Iberolacerta aranica,Lacertidae,Lacertidae,Iberolacerta aranica
Iberolacerta aurelioi,Lacertidae,Lacertidae,Iberolacerta aurelioi
Iberolacerta bonnali,Lacertidae,Lacertidae,Iberolacerta bonnali
Iberolacerta cyreni,Lacertidae,Lacertidae,Iberolacerta cyreni
Iberolacerta horvathi,Lacertidae,Lacertidae,Iberolacerta horvathi
Iberolacerta monticola,Lacertidae,Lacertidae,Iberolacerta monticola
Ichnotropis bivittata,Lacertidae,Lacertidae,Ichnotropis bivittata
Ichnotropis capensis,Lacertidae,Lacertidae,Ichnotropis capensis
Ichnotropis chapini,Lacertidae,Lacertidae,Ichnotropis chapini
Ichnotropis grandiceps,Lacertidae,Lacertidae,Ichnotropis grandiceps
Ichnotropis microlepidota,Lacertidae,Lacertidae,Ichnotropis microlepidota
Ichnotropis tanganicana,Lacertidae,Lacertidae,Ichnotropis tanganicana
Iranolacerta brandtii,Lacertidae,Lacertidae,Iranolacerta brandtii
Iranolacerta zagrosica,Lacertidae,Lacertidae,Iranolacerta zagrosica
Lacerta agilis,Lacertidae,Lacertidae,Lacerta agilis
Lacerta bilineata,Lacertidae,Lacertidae,Lacerta bilineata
Lacerta media,Lacertidae,Lacertidae,Lacerta media
Lacerta pamphylica,Lacertidae,Lacertidae,Lacerta pamphylica
Lacerta schreiberi,Lacertidae,Lacertidae,Lacerta schreiberi
Lacerta strigata,Lacertidae,Lacertidae,Lacerta strigata
Lacerta trilineata,Lacertidae,Lacertidae,Lacerta trilineata
Lacerta viridis,Lacertidae,Lacertidae,Lacerta viridis
Latastia boscae,Lacertidae,Lacertidae,Latastia boscai
Latastia boscai,Lacertidae,Lacertidae,Latastia boscai
Latastia caeruleopunctata,Lacertidae,Lacertidae,Latastia caeruleopunctata
Latastia cherchii,Lacertidae,Lacertidae,Latastia cherchii
Latastia doriai,Lacertidae,Lacertidae,Latastia doriai
Latastia johnstonii,Lacertidae,Lacertidae,Latastia johnstonii
Latastia longicaudata,Lacertidae,Lacertidae,Latastia longicaudata
Latastia ornata,Lacertidae,Lacertidae,Latastia ornata
Latastia petersiana,Lacertidae,Lacertidae,Latastia petersiana
Latastia siebenrocki,Lacertidae,Lacertidae,Latastia siebenrocki
Latastia taylori,Lacertidae,Lacertidae,Latastia taylori
Meroles anchietae,Lacertidae,Lacertidae,Meroles anchietae
Meroles ctenodactylus,Lacertidae,Lacertidae,Meroles ctenodactylus
Meroles cuneirostris,Lacertidae,Lacertidae,Meroles cuneirostris
Meroles knoxii,Lacertidae,Lacertidae,Meroles knoxii
Meroles micropholidotus,Lacertidae,Lacertidae,Meroles micropholidotus
Meroles reticulatus,Lacertidae,Lacertidae,Meroles reticulatus
Meroles squamulosus,Lacertidae,Lacertidae,Meroles squamulosus
Meroles suborbitalis,Lacertidae,Lacertidae,Meroles suborbitalis
Mesalina adramitana,Lacertidae,Lacertidae,Mesalina adramitana
Mesalina arnoldi,Lacertidae,Lacertidae,Mesalina arnoldi
Mesalina austroarabica,Lacertidae,Lacertidae,Mesalina austroarabica
Mesalina ayunensis,Lacertidae,Lacertidae,Mesalina ayunensis
Mesalina bahaeldini,Lacertidae,Lacertidae,Mesalina bahaeldini
Mesalina balfouri,Lacertidae,Lacertidae,Mesalina balfouri
Mesalina bernoullii,Lacertidae,Lacertidae,Mesalina bernoullii
Mesalina brevirostris,Lacertidae,Lacertidae,Mesalina brevirostris
Mesalina guttulata,Lacertidae,Lacertidae,Mesalina guttulata
Mesalina kuri,Lacertidae,Lacertidae,Mesalina kuri
Mesalina martini,Lacertidae,Lacertidae,Mesalina martini
Mesalina olivieri,Lacertidae,Lacertidae,Mesalina olivieri
Mesalina pasteuri,Lacertidae,Lacertidae,Mesalina pasteuri
Mesalina rubropunctata,Lacertidae,Lacertidae,Mesalina rubropunctata
Mesalina saudiarabica,Lacertidae,Lacertidae,Mesalina saudiarabica
Mesalina simoni,Lacertidae,Lacertidae,Mesalina simoni
Mesalina watsonana,Lacertidae,Lacertidae,Mesalina watsonana
Nucras aurantiaca,Lacertidae,Lacertidae,Nucras aurantiaca
Nucras boulengeri,Lacertidae,Lacertidae,Nucras boulengeri
Nucras broadleyi,Lacertidae,Lacertidae,Nucras broadleyi
Nucras caesicaudata,Lacertidae,Lacertidae,Nucras caesicaudata
Nucras holubi,Lacertidae,Lacertidae,Nucras holubi
Nucras intertexta,Lacertidae,Lacertidae,Nucras intertexta
Nucras lalandii,Lacertidae,Lacertidae,Nucras lalandii
Nucras livida,Lacertidae,Lacertidae,Nucras livida
Nucras ornata,Lacertidae,Lacertidae,Nucras ornata
Nucras scalaris,Lacertidae,Lacertidae,Nucras scalaris
Nucras taeniolata,Lacertidae,Lacertidae,Nucras taeniolata
Nucras tessellata,Lacertidae,Lacertidae,Nucras tessellata
Omanosaura cyanura,Lacertidae,Lacertidae,Omanosaura cyanura
Omanosaura jayakari,Lacertidae,Lacertidae,Omanosaura jayakari
Ophisops beddomei,Lacertidae,Lacertidae,Ophisops beddomei
Ophisops elbaensis,Lacertidae,Lacertidae,Ophisops elbaensis
Ophisops elegans,Lacertidae,Lacertidae,Ophisops elegans
Ophisops jerdonii,Lacertidae,Lacertidae,Ophisops jerdonii
Ophisops leschenaultii,Lacertidae,Lacertidae,Ophisops leschenaultii
Ophisops microlepis,Lacertidae,Lacertidae,Ophisops microlepis
Ophisops occidentalis,Lacertidae,Lacertidae,Ophisops occidentalis
Parvilacerta fraasii,Lacertidae,Lacertidae,Parvilacerta fraasii
Parvilacerta parva,Lacertidae,Lacertidae,Parvilacerta parva
Pedioplanis benguellensis,Lacertidae,Lacertidae,Pedioplanis benguellensis
Pedioplanis breviceps,Lacertidae,Lacertidae,Pedioplanis breviceps
Pedioplanis burchelli,Lacertidae,Lacertidae,Pedioplanis burchelli
Pedioplanis gaerdesi,Lacertidae,Lacertidae,Pedioplanis gaerdesi
Pedioplanis haackei,Lacertidae,Lacertidae,Pedioplanis haackei
Pedioplanis huntleyi,Lacertidae,Lacertidae,Pedioplanis huntleyi
Pedioplanis husabensis,Lacertidae,Lacertidae,Pedioplanis husabensis
Pedioplanis inornata,Lacertidae,Lacertidae,Pedioplanis inornata
Pedioplanis laticeps,Lacertidae,Lacertidae,Pedioplanis laticeps
Pedioplanis lineoocellata,Lacertidae,Lacertidae,Pedioplanis lineoocellata
Pedioplanis namaquensis,Lacertidae,Lacertidae,Pedioplanis namaquensis
Pedioplanis rubens,Lacertidae,Lacertidae,Pedioplanis rubens
Pedioplanis undata,Lacertidae,Lacertidae,Pedioplanis undata
Philochortus hardeggeri,Lacertidae,Lacertidae,Philochortus hardeggeri
Philochortus intermedius,Lacertidae,Lacertidae,Philochortus intermedius
Philochortus neumanni,Lacertidae,Lacertidae,Philochortus neumanni
Philochortus phillipsi,Lacertidae,Lacertidae,Philochortus phillipsi
Philochortus rudolfensis,Lacertidae,Lacertidae,Philochortus rudolfensis
Philochortus spinalis,Lacertidae,Lacertidae,Philochortus spinalis
Philochortus zolii,Lacertidae,Lacertidae,Philochortus zolii
Phoenicolacerta cyanisparsa,Lacertidae,Lacertidae,Phoenicolacerta cyanisparsa
Phoenicolacerta kulzeri,Lacertidae,Lacertidae,Phoenicolacerta kulzeri
Phoenicolacerta laevis,Lacertidae,Lacertidae,Phoenicolacerta laevis
